movie,title,code,content
here,"‘Conclave’, ‘A Complete Unknown’ Lead AARP’s Movies For Grownups Awards Nominations",AN,"Edward Berger’s papal thriller Conclaveand the upcoming Timothée Chalamet-starring Bob Dylan biopic A Complete Unknown lead the nominations for the AARP Movies for Grownups Awards, which annually cha… [+3966 chars]"
wicked,‘Wicked’ Wows Oscar Voters En Route to Box Office Bonanza,AN,"Universal is revealing “Wicked” to Academy voters and media as the film adaptation of the global musical juggernaut finally heads for screens November 22. On Sunday afternoon, the Academy screening a… [+2189 chars]"
a_real_pain,"Golden Globes 2025: First Predictions With Movie Musicals, A-List Stars and Hit TV Shows Vying for Recognition",AN,"Variety Awards Circuit section is the home for all awards news and related content throughout the year, featuring the following: the official predictions for the upcoming Oscars, Emmys, Grammys and T… [+27281 chars]"
conclave,"Golden Globes 2025: First Predictions With Movie Musicals, A-List Stars and Hit TV Shows Vying for Recognition",AN,"Variety Awards Circuit section is the home for all awards news and related content throughout the year, featuring the following: the official predictions for the upcoming Oscars, Emmys, Grammys and T… [+27281 chars]"
conclave,"It’s Time for Ralph Fiennes’ Third Oscar Nomination: The Actor on ‘Conclave,’ Playing Odysseus, and Danny Boyle’s ’28 Years Later’",AN,"Can a great actor be taken for granted?   It’s been 30 years since Ralph Fiennes broke out as vicious Nazi Amon Goeth in “Schindler’s List,” which earned him his first Oscar nomination, followed thre… [+8539 chars]"
conclave,Just How Glicked Will the 2025 Oscars Get?,AN,"Whether you call it Glicked or Wickiator (or even Justin Changs preferred Wadiator, which sounds to me like a lot of hot air), this weekends simultaneous arrival of Gladiator II and Wicked feels like… [+6834 chars]"
a_real_pain,Kieran Culkin to receive Breakthrough Performance Award at Palm Springs Film Festival,AN,"Kieran Culkin will receive the Breakthrough Performance Award, Actor at the 2025 Palm Springs International Film Awards.  Culkin will be honored for his performance in the film, A Real Pain.  The Fil… [+2910 chars]"
conclave,Santa Barbara Film Festival Awards: Ralph Fiennes Set As Performer Of The Year For ‘Conclave’,AN,"Ralph Fiennes, who currently stars in Focus Features’ awards-season drama Conclavefrom Edward Berger, has been selected to receive the Outstanding Performer of the Year Award at the 40th Santa Barbar… [+1187 chars]"
a_real_pain,Sideshow/Janus Films Debuts Payal Kapadia’s Acclaimed Cannes Grand Prix Winner ‘All We Imagine As Light’ – Specialty Preview,AN,"Partners Sideshow Pictures and Janus Films open All We Imagine As Light on Friday and will follow the playbook for Drive My Car, the indie distributor’s first film that began a slow rollout about thi… [+6506 chars]"
gladiator_ii,"The 2025 Oscars are shaping up to be one weird, depressing night",AN,"Ive got voting on the brain.  Thats right, its only 120 days till the Oscars.  And, this year, the race to the Academy Awards is starting to feel like the current presidential election cycle: frantic… [+3719 chars]"
a_real_pain,‘A Complete Unknown’: Timothee Chalamet & Monica Barbaro Strike An Oscars Chord,AN,"Eight years ago, less than two weeks after a shock election that saw he who will not be named on their way to the White House, 20th Century Fox held a screening of “Hidden Figures” on the Fox lot. Th… [+5543 chars]"
heretic,"Oscar-Worthy 2024 Horror Performances: Hugh Grant, Margaret Qualley and More",AN,"Every year, there are outstanding performances that horror fans have come to accept probably won’t get the awards recognition they deserve due to their genre. Obviously, there are notable exceptions;… [+3879 chars]"
gladiator_ii,"Oscars 2025: The pickings aren’t slim, provided you take the time to look",AN,"Glenn Whipp | (TNS) Los Angeles Times  LOS ANGELES — “Gladiator II,” the enjoyably dumb sequel to the brawny Ridley Scott epic that won the best picture Oscar nearly a quarter-century ago, has just f… [+6328 chars]"
heretic,"There’s A New Contender For 2024’s Best Horror Movie, With Near Perfect Critic Scores",AN,"Heretic  Heretic  I am always in the market for good new horror movies, and I have consumed essentially the entire best of list of 2024. However, there seems to be a late entry for what may end the y… [+2493 chars]"
a_real_pain,"‘A Real Pain’ Opens to Robust $60,000 Per Theater Average at Specialty Box Office",BOP,"While the box office was quiet on the wide release front ahead of election day, the specialty market was busy as films like Searchlights A Real Pain entered in limited release while others like Neons… [+2312 chars]"
a_real_pain,"‘Anora’, ‘A Real Pain’ Expand, Crunchyroll’s ‘Overlord’ & ‘Small Things Like These’ – Specialty Box Office",BOP,"Cannes Palm d’Or winner Anora went wide and A Real Pain expansion in limited release, both nicely, with Crunchyroll’s Japanese epic fantasy OVERLORD: The Sacred Kingdom and Small Things Like These at… [+1939 chars]"
gladiator_ii,‘Gladiator II’ Unleashes $87M In Overseas Bow; Biggest Ever Offshore Start For A Ridley Scott-Directed Movie – International Box Office,BOP,"Refresh for latest…: Storming 63 international box office markets in its opening frame, and before domestic enters the arena this coming week, Paramount and Ridley Scott’s Gladiator II has debuted to… [+2191 chars]"
pageant,"‘Heretic’ debuts with $11M, but ‘Venom: The Last Dance’ tops box office again",BOP,"NEW YORK  Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for thr… [+4859 chars]"
here,"‘Venom 3’ tops box office again, while Tom Hanks film struggles",BOP,"This image released by Sony Pictures shows a scene from ""Venom: The Last Dance."" (Columbia-Sony Pictures via AP)Courtesy of Sony Pictures/AP  This image released by Sony Pictures shows Tom Hardy in a… [+6616 chars]"
here,"‘Venom 3’ tops box office again, while Tom Hanks film struggles",BOP,"Venom: The Last Dance enjoyed another weekend at the top of the box office. The Sony release starring Tom Hardy added $26.1 million in ticket sales, according to studio estimates Sunday.  It was a re… [+2147 chars]"
venom,‘Venom: The Last Dance’ takes top spot in weekend box office — but falls short of projections,BOP,"NEW YORK  Venom: The Last Dance showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the alie… [+3427 chars]"
wicked,‘Wicked’ Awesome $20M In Week’s Previews; ‘Gladiator II’ Storming Around $6M+ Thursday Night – Early Box Office Look,BOP,"EXCLUSIVE: From New York City to Kansas and onward to the City of Angels, mobs are going to the movies tonight as Universal’s long-awaited Wicked Part Oneand Paramount’sGladiator IIsquare off for wha… [+3431 chars]"
wicked,‘Wicked’ Blasts Off at Box Office to $19 Million From Preview Screenings,BOP,"Universals Wicked is off and flying at the box office, earning $19 million from three days of preview screenings.   Jon M. Chus adaptation of the hit Broadway musical is on course for a $100 million-… [+721 chars]"
wicked,‘Wicked’ To Win Over The World With $165M-$200M Opening; ‘Gladiator 2’ Passing $100M Overseas Today With An Eye On $60M+ Stateside Weekend – Box Office Preview,BOP,"Universal’s female Jurassic World movie if you will, the feature take of Broadway musical Wicked, is expected to pull in any every single woman to the tune of a $125M-$150M domestic opening. Add in a… [+3222 chars]"
conclave,Box office bite: ‘Venom: The Last Dance’ takes ticket title; ‘Conclave’ shows strong,BOP,"NEW YORK — “Venom: The Last Dance” showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the a… [+2651 chars]"
venom,Box office bite: ‘Venom: The Last Dance’ takes ticket title; ‘Conclave’ shows strong,BOP,"NEW YORK — “Venom: The Last Dance” showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the a… [+2651 chars]"
pageant,Box Office Predictions: Venom 3 to lead a slow weekend,BOP,"Heretic should manage to take second place if it’s not beaten by the faith-based holiday comedy, The Best Christmas Pageant Ever.   Another week, another ho-hum weekend at the box office. When the st… [+2134 chars]"
pageant,Box Office Report: Saint or Sinner?,BOP,"In the battle of saints versus sinners at this box office, the former won, but still fell short of overtaking one man and his parasite boyfriend.   Three weeks into its domestic release, Venom: The L… [+2226 chars]"
heretic,"Box Office: ‘Heretic’ and ‘Best Christmas Pageant Ever’ Vie for Second, ‘Venom 3’ Notches Third Weekend on Top",BOP,"The major Hollywood studios skirted this weekend and held off on new releases, a decision that likely hedged against an uncertain national mood following the presidential election. Their absence is o… [+3536 chars]"
pageant,"Box Office: ‘Venom 3’ No. 1 for 3rd Weekend, Mormon Missionary Horror ‘Heretic’ Opens to $11M",BOP,"NEW YORK (AP) Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for… [+4562 chars]"
here,"Box Office: ‘Venom 3’ Still No. 1, Tom Hanks’s ‘Here’ Bombs",BOP,"(AP) — Venom: The Last Dance enjoyed another weekend at the top of the box office. The Sony release starring Tom Hardy added $26.1 million in ticket sales, according to studio estimates Sunday.  It w… [+4784 chars]"
conclave,Box Office: ‘Venom: The Last Dance’ Laps Up $22 Million Opening Day — Down From Previous Entries,BOP,"“Venom: The Last Dance” is two-stepping slower than its series predecessors in North America, after chowing down on $22 million from 4,131 domestic theaters across Friday and previews. That’s well be… [+4073 chars]"
conclave,Venom: The Last Dance' misses projections as superhero films' grip on theaters loosens,BOP,"Venom: The Last Dance showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the alien symbiote… [+2753 chars]"
conclave,Venom: The Last Dance' misses projections as superhero films' grip on theaters loosens,BOP,"NEW YORK -- NEW YORK (AP) Venom: The Last Dance showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly do… [+2624 chars]"
conclave,Venom: The Last Dance' misses projections as superhero films' grip on theaters loosens,BOP,"NEW YORKVenom: The Last Dance showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the alien … [+2759 chars]"
venom,Venom: The Last Dance' misses projections as superhero films' grip on theaters loosens,BOP,"Venom: The Last Dance showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the alien symbiote… [+2753 chars]"
venom,Venom: The Last Dance' misses projections as superhero films' grip on theaters loosens,BOP,"New York  ""Venom: The Last Dance"" showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the al… [+3142 chars]"
venom,Venom: The Last Dance' misses projections as superhero films' grip on theaters loosens,BOP,"NEW YORK -- NEW YORK (AP) Venom: The Last Dance showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly do… [+2624 chars]"
gladiator_ii,"‘Heretic’ debuts with $11M, but ‘Venom: The Last Dance’ tops box office again",BOP,"NEW YORK  Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for thr… [+4859 chars]"
heretic,"‘Heretic’ debuts with $11M, but ‘Venom: The Last Dance’ tops box office again",BOP,"NEW YORK  Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for thr… [+4859 chars]"
heretic,"‘Heretic’ Stirs Up $1.2M In Previews, ‘Venom 3’ Crossing $100M Today – Box Office",BOP,"A24’s Heretic, the R-rated horror movie from A Quiet Place scribes Scott Beck and Bryan Woods, began its journey this weekend with $1.2 million in previews last night that began at 7 p.m. That figure… [+1850 chars]"
pageant,"‘Heretic’ Stirs Up $1.2M In Previews, ‘Venom 3’ Crossing $100M Today – Box Office",BOP,"A24’s Heretic, the R-rated horror movie from A Quiet Place scribes Scott Beck and Bryan Woods, began its journey this weekend with $1.2 million in previews last night that began at 7 p.m. That figure… [+1850 chars]"
red_one,‘Red One’ Clears $3.7M Previews: Dwayne Johnson & Chris Evans $200M+ Production Eyes $35M Opening – Friday AM Box Office,BOP,"The very expensive, but typically priced, Dwayne Johnson $200M+ Christmas packageRed Onebegan its weekend journey last night with previews totaling $3.7M. Note that figure also includes monies from a… [+3451 chars]"
red_one,‘Red One’ Looks To Light Up $25M-$30M In Early Overseas Bow – International Box Office Preview,BOP,"Getting a head start on the holiday season, Warner Bros begins overseas release on Amazon MGM Studios’ Red One today in such majors as the UK, Korea and Spain. Through Friday, a total 75 internationa… [+2128 chars]"
here,"‘Venom 3’ leads box office again, A24’s ‘Heretic’ scares up $11 million bebut in sleepy weekend",BOP,"Venom: The Last Dance is looming over the domestic box office in its third weekend of release. The third and final installment in Sonys comic book trilogy has added $16.2 million from 3,905 North Ame… [+5004 chars]"
pageant,"‘Venom 3’ leads box office again, A24’s ‘Heretic’ scares up $11 million bebut in sleepy weekend",BOP,"Venom: The Last Dance is looming over the domestic box office in its third weekend of release. The third and final installment in Sonys comic book trilogy has added $16.2 million from 3,905 North Ame… [+5004 chars]"
pageant,"‘Venom 3’ Leads Box Office Again, A24’s ‘Heretic’ Scares Up $11 Million Debut in Sleepy Weekend",BOP,"“Venom: The Last Dance” is looming over the domestic box office in its third weekend of release. The third and final installment in Sony’s comic book trilogy has added $16.2 million from 3,905 North … [+4747 chars]"
conclave,"‘Venom 3’ slinks to $51 million, lowest opening weekend of comic book trilogy",BOP,"Venom: The Last Dance is No. 1 at the box office, but the comic book film fell significantly short of expectations.  The third and final entry in Sonys Marvel antihero series, led by Tom Hardy, opene… [+5728 chars]"
conclave,"‘Venom 3’ Slinks to $51 Million, Lowest Opening Weekend of Comic Book Trilogy",BOP,"“Venom: The Last Dance” is No. 1 at the box office, but the comic book film fell significantly short of expectations.  The third and final entry in Sony’s Marvel antihero series, led by Tom Hardy, op… [+5266 chars]"
a_real_pain,"‘Venom 3’ tops box office again, while Tom Hanks film struggles",BOP,"This image released by Sony Pictures shows a scene from ""Venom: The Last Dance."" (Columbia-Sony Pictures via AP)Courtesy of Sony Pictures/AP  This image released by Sony Pictures shows Tom Hardy in a… [+6616 chars]"
here,"‘Venom 3’ tops box office again, while Tom Hanks film struggles",BOP,"Venom: The Last Dance enjoyed another weekend at the top of the box office. The Sony release starring Tom Hardy added $26.1 million in ticket sales, according to studio estimates Sunday.  It was a re… [+3754 chars]"
here,"‘Venom 3’ tops box office again, while Tom Hanks film struggles",BOP,"Venom: The Last Dance enjoyed another weekend at the top of the box office. The Sony release starring Tom Hardy added $26.1 million in ticket sales, according to studio estimates Sunday.  It was a re… [+3768 chars]"
here,"‘Venom 3’ tops box office again, while Tom Hanks film struggles",BOP,"Venom: The Last Dance enjoyed another weekend at the top of the box office. The Sony release starring Tom Hardy added $26.1 million in ticket sales, according to studio estimates Sunday.  It was a re… [+4338 chars]"
here,"‘Venom 3’ tops box office again, while Tom Hanks film struggles",BOP,"Venom: The Last Dance enjoyed another weekend at the top of the box office. The Sony release starring Tom Hardy added $26.1 million in ticket sales, according to studio estimates Sunday.  It was a re… [+4940 chars]"
here,"‘Venom 3’ tops box office again, while Tom Hanks film struggles",BOP,"Venom: The Last Dance enjoyed another weekend at the top of the box office. The Sony release starring Tom Hardy added $26.1 million in ticket sales, according to studio estimates Sunday.  It was a re… [+4947 chars]"
here,"‘Venom: The Last Dance,’ ‘The Wild Robot,’ and Specialized Hits Thrive",BOP,"With a huge late November expected led by “Wicked” (Universal), “Gladiator 2” (Paramount), and “Moana 2” (Disney), another weak weekend ($74 million total, down from $96 million last year) isn’t a di… [+8282 chars]"
conclave,‘Venom: The Last Dance’ Foxtrots To $8M In Thursday Previews – Box Office,BOP,"EXCLUSIVE: Currently we hear that Sony/Marvel’s Venom: The Last Danceis eyeing around $8M in previews tonight, maybe more by the morning. Showtimes began at 2PM in U.S. Canada at 3,500 locations.   A… [+1864 chars]"
venom,‘Venom: The Last Dance’ Misses Projection In Domestic Box Office Weekend,BOP,"""Venon: The Last Dance.""  Sony Pictures Entertainment/Columbia Pictures  Tom Hardys Marvel comic book movie Venom: The Last Dance isn't opening with as big of numbers as initially projected.  Release… [+2326 chars]"
conclave,‘Venom: The Last Dance’ Off to $8.5 Million Start at Thursday Box Office,BOP,"Sony/Columbias Venom: The Last Dance is off to a decent start in Thursday previews at the box office, earning $8.5 million from 3,452 locations.   That is down from the $11.4 million preview total ea… [+784 chars]"
conclave,‘Venom: The Last Dance’ takes top spot in weekend box office — but falls short of projections,BOP,"NEW YORK  Venom: The Last Dance showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the alie… [+3427 chars]"
here,‘Venom: The Last Dance’ tops box office for second weekend in a row,BOP,"Venom: The Last Dance enjoyed another weekend at the top of the box office. The Sony release starring Tom Hardy added $26.1 million in ticket sales, according to studio estimates Sunday.  It was a re… [+5137 chars]"
gladiator_ii,‘Wicked’ Awesome $20M In Week’s Previews; ‘Gladiator II’ Storming Around $6M+ Thursday Night – Early Box Office Look,BOP,"EXCLUSIVE: From New York City to Kansas and onward to the City of Angels, mobs are going to the movies tonight as Universal’s long-awaited Wicked Part Oneand Paramount’sGladiator IIsquare off for wha… [+3431 chars]"
pageant,"A24’s ‘Heretic’ Aims for $10 Million in Box Office Debut, ‘Venom 3’ Likely to Top Charts Again",BOP,"“Venom: The Last Dance” may threepeat at the domestic box office despite the presence of two new nationwide releases.  A24’s horror thriller “Heretic” is targeting $8 million to $10 million from 3,20… [+2529 chars]"
heretic,A24’s Heretic could convert $10M into a box office debut as Venom: The Last Dance looks to top the charts again,BOP,A24’s horror thriller Heretic could scare up $10M during its box office debut as Venom: The Last Dance holds tightly to the top of the charts.  A24 isn’t done scaring up dollars at the box office as … [+2077 chars]
venom,Box Office: ‘Venom: The Last Dance’ Laps Up $22 Million Opening Day — Down From Previous Entries,BOP,"“Venom: The Last Dance” is two-stepping slower than its series predecessors in North America, after chowing down on $22 million from 4,131 domestic theaters across Friday and previews. That’s well be… [+4073 chars]"
conclave,Box Office: ‘Venom: The Last Dance’ Misses Projections by Millions as Superhero Films Popularity Continues to Crater,BOP,"NEW YORK (AP) Venom: The Last Dance showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the … [+2612 chars]"
venom,Box Office: ‘Venom: The Last Dance’ Misses Projections by Millions as Superhero Films Popularity Continues to Crater,BOP,"NEW YORK (AP) Venom: The Last Dance showed less bite than expected at the box office, collecting $51 million in its opening weekend, according to studio estimates Sunday, significantly down from the … [+2612 chars]"
red_one,Box Office: Amazon-MGM's $200 Million-Plus Christmas Movie Starring Dwayne Johnson Opens to $34.1 million,BOP,"LOS ANGELES (AP) Moviegoers were not exactly feeling the Christmas spirit this weekend, or at least not based on their attendance at Red One showings.  The big budget, star-driven action comedy with … [+4791 chars]"
a_real_pain,Box Office: Tom Hanks and Robin Wright’s ‘Here’ Fizzles With $5 Million as ‘Venom 3’ Rules Again,BOP,"‘Venom: The Last Dance” topped the box office again as newcomer “Here,” a fantasy drama that uses AI so Tom Hanks and Robin Wright can play younger (and older) versions of themselves, fizzled in its … [+5137 chars]"
gladiator_ii,"Box-Office: “Red One” Soft, “Gladiator II” Strong",BOP,"While audiences have been kinder to the film than critics, the Dwayne Johnson and Chris Evans-led holiday comedy “Red One” tasted some expired eggnog at the weekend box-office.  The title has come in… [+1524 chars]"
pageant,"Despite bad reviews, Venom 3 continues to dominate the box office in USA",BOP,"""Venom: The Last Dance"" has not been a box office hit in North American cinemas, but in a sluggish autumn cinema season, even a mediocre-performing superhero sequel can dominate the box office for th… [+5007 chars]"
red_one,Dwayne Johnson & Chris Evans Christmas Pic ‘Red One’ Eyes $36M U.S. Opening – Box Office Early Look,BOP,"Amazon MGM Studios‘ big $200M Dwayne Johnson and Chris Evans Santa Claus caper movie, Red One, landed on tracking recently and it’s eyeing a $36M opening in U.S./Canada with a chance for upside. The … [+1910 chars]"
red_one,Dwayne Johnson’s ‘Red One’ Targets $30 Million Box Office Bounty,BOP,"Will “Red One,” a Christmas action-comedy where Dwayne Johnson plays Santa’s head of security, bring movie theaters a box office bounty?  The film, from Amazon MGM, is targeting $30 million to $35 mi… [+2884 chars]"
red_one,"Dwayne Johnson’s ‘Red One’ Unwraps $26 Million at International Box Office, ‘Venom 3’ Nears $400 Million Globally",BOP,"“Red One,” a Christmas-themed release in which Dwayne “The Rock” Johnson plays Santa’s head of security, didn’t have too big a bounty to unwrap in its international box office debut. The film collect… [+2204 chars]"
gladiator_ii,Dwayne Johnson's $200 million-plus Christmas pic opens to $34.1 million,BOP,"Los Angeles  Moviegoers were not exactly feeling the Christmas spirit this weekend, or at least not based on their attendance at ""Red One"" showings.   The big budget, star-driven action comedy with D… [+4906 chars]"
red_one,Dwayne Johnson's $200 million-plus Christmas pic opens to $34.1 million,BOP,"Los Angeles  Moviegoers were not exactly feeling the Christmas spirit this weekend, or at least not based on their attendance at ""Red One"" showings.   The big budget, star-driven action comedy with D… [+4906 chars]"
red_one,Dwayne Johnson’s $200 million-plus Christmas pic opens to $34.1 million,BOP,"LOS ANGELES — (AP) Moviegoers were not exactly feeling the Christmas spirit this weekend, or at least not based on their attendance at ""Red One"" showings.  The big budget, star-driven action comedy w… [+4980 chars]"
red_one,"Dwayne Johnson’s $200 million-plus Christmas pic, 'Red One,' opens to $34.1 million",BOP,"LOS ANGELES (AP) Moviegoers were not exactly feeling the Christmas spirit this weekend, or at least not based on their attendance at Red One showings.  The big budget, star-driven action comedy with … [+4799 chars]"
gladiator_ii,Dwayne Johnson’s $200 million+ Christmas pic opens to $34.1 million,BOP,"LOS ANGELES -- Moviegoers were not exactly feeling the Christmas spirit this weekend, or at least what Red One was offering. The big budget, star-driven action comedy with Dwayne Johnson and Chris Ev… [+3448 chars]"
red_one,Dwayne Johnson’s $200 million+ Christmas pic opens to $34.1 million,BOP,"LOS ANGELES -- Moviegoers were not exactly feeling the Christmas spirit this weekend, or at least what Red One was offering. The big budget, star-driven action comedy with Dwayne Johnson and Chris Ev… [+3448 chars]"
pageant,Here’s Why Niche Titles Dominated the Top 20 Box Office on Veterans’ Day Weekend,BOP,"“Venom: The Last Dance” (Sony) was the default #1 with a $16.2 million gross. That’s an uninspiring number for the top spot, but the threequel now stands at $394 million worldwide and predecessor “Ve… [+7835 chars]"
gladiator_ii,"Heretic' and Hugh Grant debut with $11 million, but 'Venom: The Last Dance' tops box office again",BOP,"Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for three straigh… [+4223 chars]"
heretic,"Heretic' and Hugh Grant debut with $11 million, but 'Venom: The Last Dance' tops box office again",BOP,"NEW YORK -- NEW YORK (AP) Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the bo… [+4576 chars]"
heretic,"Heretic' and Hugh Grant debut with $11 million, but 'Venom: The Last Dance' tops box office again",BOP,"Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for three straigh… [+4223 chars]"
pageant,"Heretic' and Hugh Grant debut with $11 million, but 'Venom: The Last Dance' tops box office again",BOP,"NEW YORK -- NEW YORK (AP) Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the bo… [+4576 chars]"
pageant,"Heretic' and Hugh Grant debut with $11 million, but 'Venom: The Last Dance' tops box office again",BOP,"NEW YORK (AP) Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for… [+4849 chars]"
pageant,"Heretic' and Hugh Grant debut with $11 million, but 'Venom: The Last Dance' tops box office again",BOP,"NEW YORKVenom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for three… [+4711 chars]"
pageant,"Heretic' and Hugh Grant debut with $11 million, but 'Venom: The Last Dance' tops box office again",BOP,"Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for three straigh… [+4223 chars]"
heretic,"Heretic' debuts with $11 million, but 'Venom: The Last Dance' tops box office again",BOP,"NEW YORK -- NEW YORK (AP) Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the bo… [+4576 chars]"
pageant,"Heretic' debuts with $11 million, but 'Venom: The Last Dance' tops box office again",BOP,"NEW YORK -- NEW YORK (AP) Venom: The Last Dance has been no blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the bo… [+4576 chars]"
gladiator_ii,"Heretic' debuts with $11 million, but 'Venom’ sequel tops box office again",BOP,"New York  Venom: The Last Dance has not been a blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for … [+4567 chars]"
heretic,"Heretic' debuts with $11 million, but 'Venom’ sequel tops box office again",BOP,"New York  Venom: The Last Dance has not been a blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for … [+4567 chars]"
pageant,"Heretic' debuts with $11 million, but 'Venom’ sequel tops box office again",BOP,"New York  Venom: The Last Dance has not been a blockbuster in North American theaters. But in a lethargic fall moviegoing season, even a so-so performing superhero sequel can rule the box office for … [+4567 chars]"
gladiator_ii,"Hollywood bets on a rebound: Will ‘Wicked,’ ‘Gladiator II’ and ‘Moana 2’ revive the box office?",BOP,To paraphrase Wesley Snipes as Blade in this summers blockbuster Deadpool &amp; Wolverine: Theres only one Barbenheimer. Theres only ever gonna be one Barbenheimer.  Hollywood might never replicate t… [+5522 chars]
heretic,Hugh Grant’s ‘Heretic’ Could Scare Off ‘Venom 3’ This Weekend; Curtains Lift On ‘The Best Christmas Pageant Ever’ – Box Office Preview,BOP,"It’s not that clear cut that Sony’s Venom: The Last Dancewill take No. 1 in its third weekend; the movie looking to do around $12M. Exhibitors are betting that A24‘s Hereticcould do as much, if not m… [+2385 chars]"
pageant,Hugh Grant’s ‘Heretic’ Could Scare Off ‘Venom 3’ This Weekend; Curtains Lift On ‘The Best Christmas Pageant Ever’ – Box Office Preview,BOP,"It’s not that clear cut that Sony’s Venom: The Last Dancewill take No. 1 in its third weekend; the movie looking to do around $12M. Exhibitors are betting that A24‘s Hereticcould do as much, if not m… [+2385 chars]"
pageant,"New Christmas Classic' Scores No. 3 Spot at Box Office, Moviegoers Give It High Marks",BOP,"The holiday season is officially here and ""The Best Christmas Pageant Ever"" finished at the number 3 spot at the box office this weekend earning more than $10 million.  Dallas Jenkins, the creator of… [+2715 chars]"
here,"November Might Debut Four $100 Million-Plus Movies, Led by ‘Wicked,’ ‘Gladiator 2,’ and ‘Moana 2’",BOP,"The projections game for November’s U.S./Canada box office is easier than next Tuesday’s election. But after October results far off earlier predictions, some caution is advisable  This century befor… [+4676 chars]"
here,"Third ‘Venom’ film tops box office, Tom Hanks flick debuts third",BOP,"You can’t keep a good symbiote down.  “Venom: The Last Dance” earned another $6.6 million in ticket sales during its second week in theaters, and holds steady at No. 1, according to The Numbers.  The… [+1467 chars]"
here,"Venom 3 set to win weekend box office, but there’s a battle for second spot",BOP,"Venom: The Last Dance is set to win the North American box office for the second weekend in a row, according to a forecast by Boxoffice Pro.  Sony Pictures’ sci-fi action movie is projected to earn b… [+2036 chars]"
here,"Venom 3 tops North American box office again, while Tom Hanks film struggles",BOP,"Venom: The Last Dance enjoyed another weekend at the top of the North American box office. The Sony release starring Tom Hardy added US$26.1 million (S$34.5 million) in ticket sales, according to stu… [+2240 chars]"
here,"Venom Won The Weekend, But More Impressive Internationally",BOP,"Posted in: Box Office, Movies | Tagged: smile 2, venom: the last dance, Weekend Box Office  Venom: The Last Dance won the weekend but opened soft in the US. This was not the case internationally, how… [+2501 chars]"
venom,VENOM: THE LAST DANCE Earns $8.5M In Thursday Previews But Soars Overseas As Audience Score Is Revealed,BOP,"Venom: The Last Dance is now playing in theaters and the Sony Pictures threequel earned a solid $8.5 million from Thursday preview screenings in the U.S.   This is, however, a franchise low as Venom … [+2233 chars]"
venom,VENOM: THE LAST DANCE Exceeds Expectations During Second Weekend As It Passes $300 Million Worldwide,BOP,Venom: The Last Dance surprised box office experts last weekend by underperforming with a disappointing $51 million opening weekend.   The threequel had a better time of it overseas but was projected… [+2258 chars]
venom,VENOM: THE LAST DANCE Expected To Remain At #1 For Third Weekend After Busting A Move On Box Office Rivals,BOP,"Love or hate Sony Pictures' Lethal Protector, Venom: The Last Dance will remain at #1 for a third weekend in a row heading into Veterans Day.  According to Deadline, the Marvel movie starring Tom Har… [+2569 chars]"
